timestamp,symbol,side,entry_close,stop,target,order_id
2026-09-15T00:25:17.029374+00:00,AAPL,SELL,333.0,335.5,325.58187499999997,98b80fc3-930b-41d2-9c7e-e6737c7e3a4d
2026-09-15T00:34:23.453508+00:00,AAPL,SELL,333.0,335.5,325.58187499999997,a7e3916b-2a94-4261-9e21-61a10dbde113
